alkalize.verb
astir.adj
agile.adj
nimble.adj
quick.adj
spry.adj
henceforth.adv
henceforward.adv
hereafter.adv
glower.verb
in_a_flash.adv
outright.adv
a_bit.adv
a_little.adv
a_trifle.adv
clap.verb
spat.verb
momentarily.adv
momently.adv
shoulder-to-shoulder.adv
benignity.noun
kindness.noun
screw_up.verb
earliest.adv
soonest.adv
mop.verb
mow.verb
pout.verb
abdominoplasty.noun
tummy_tuck.noun
frequently.adv
oft.adv
often.adv
oftentimes.adv
ofttimes.adv
achievement.noun
clean.verb
cleanse.verb
application.noun
beachhead.noun
foothold.noun
lave.verb
wash.verb
lather.verb
soap.verb
gargle.verb
rinse.verb
action.noun
depilate.verb
epilate.verb
indeed.adv
so.adv
bath.verb
bathe.verb
douche.verb
sleek_down.verb
slick_down.verb
wave.verb
gauffer.verb
goffer.verb
perm.verb
gel.verb
mousse.verb
pomade.verb
give-and-take.noun
interchange.noun
reciprocation.noun
neaten.verb
again.adv
once_more.adv
withal.adv
dormant.adj
traffic.noun
relation.noun
playing.noun
swordplay.noun
rouge.verb
in_someone's_way.adv
in_the_way.adv
dynamic.adj
bowling.noun
acquiring.noun
getting.noun
departure.noun
going.noun
going_away.noun
leaving.noun
barber.verb
pedicure.verb
surface-active.adj
hence.adv
therefore.adv
do_up.verb
doll_up.verb
glam_up.verb
pretty_up.verb
discovery.noun
find.noun
uncovering.noun
slick_up.verb
smarten_up.verb
spruce.verb
spruce_up.verb
perfume.verb
scent.verb
thence.adv
disposal.noun
disposition.noun
dress.verb
plume.verb
preen.verb
primp.verb
therefrom.adv
thereof.adv
therefor.adv
attire.verb
deck_out.verb
deck_up.verb
dress_up.verb
fancy_up.verb
fig_out.verb
fig_up.verb
get_up.verb
gussy_up.verb
overdress.verb
prink.verb
rig_out.verb
tog_out.verb
tog_up.verb
trick_out.verb
trick_up.verb
effectuation.noun
implementation.noun
egress.noun
equalisation.noun
equalization.noun
leveling.noun
vis-a-vis.adv
actuation.noun
beyond.adv
beyond.adv
melt_off.verb
reduce.verb
slenderize.verb
slim.verb
thin.verb
beyond.adv
retrieval.noun
gain.verb
put_on.verb
to_boot.adv
touch.noun
dress.verb
get_dressed.verb
dysfunctional.adj
nonadaptive.adj
hat.verb
alcohol-dependent.adj
alcoholic.adj
dependant.adj
dependent.adj
drug-addicted.adj
hooked.adj
strung-out.adj
as_well.adv
besides.adv
too.adv
record.noun
track_record.noun
bear.verb
wear.verb
at_last.adv
at_long_last.adv
finally.adv
in_the_end.adv
ultimately.adv
apparel.verb
dress.verb
fit_out.verb
garment.verb
raiment.verb
tog.verb
going.noun
eventually.adv
arrival.noun
reaching.noun
currently.adv
presently.adv
accumulative.adj
cumulative.adj
wrap_up.verb
extra.adj
entering.noun
entrance.noun
entry.noun
incoming.noun
ingress.noun
complemental.adj
complementary.adj
completing.adj
at_present.adv
now.adv
now.adv
intercalary.adj
summational.adj
summative.adj
shoe.verb
supplemental.adj
discase.verb
disrobe.verb
peel.verb
strip.verb
strip_down.verb
uncase.verb
unclothe.verb
undress.verb
enrollment.noun
enrolment.noun
registration.noun
appearance.noun
assume.verb
get_into.verb
put_on.verb
wear.verb
emersion.noun
adequate.adj
homecoming.noun
return.noun
square.adv
squarely.adv
square.adv
squarely.adv
costume.verb
market_penetration.noun
robe.verb
vest.verb
anchorage.noun
dockage.noun
docking.noun
moorage.noun
diversely.adv
variously.adv
landing.noun
landing.noun
inseminate.verb
farewell.noun
leave.noun
leave-taking.noun
parting.noun
all_right.adv
alright.adv
agglutinate.adj
agglutinative.adj
bang_up.verb
impregnate.verb
knock_up.verb
prang_up.verb
impregnate.verb
coherent.adj
inoculate.verb
disappearance.noun
disappearing.noun
cross-fertilise.verb
cross-fertilize.verb
mucilaginous.adj
sticky.adj
viscid.adj
practically.adv
withdrawal.noun
presumably.adv
icky.adj
gum-like.adj
next.adv
for_the_moment.adv
for_the_time_being.adv
effacement.noun
self-effacement.noun
pitchy.adj
resinous.adj
resiny.adj
tarry.adj
beget.verb
bring_forth.verb
engender.verb
father.verb
generate.verb
mother.verb
sire.verb
retirement.noun
retreat.noun
medevac.noun
medical_evacuation.noun
medivac.noun
multiply.verb
procreate.verb
reproduce.verb
abandonment.noun
defection.noun
desertion.noun
adjective.adj
abscondment.noun
deviationism.noun
emigration.noun
expatriation.noun
out-migration.noun
inoculate.verb
fructify.verb
breed.verb
bear.verb
birth.verb
deliver.verb
give_birth.verb
brocaded.adj
embossed.adj
raised.adj
stand-down.noun
standdown.noun
disengagement.noun
fallback.noun
pullout.noun
good.adv
thoroughly.adv
receding.noun
recession.noun
labor.verb
champleve.adj
cloisonne.adj
clinquant.adj
tinseled.adj
tinselly.adj
crested.adj
debarkation.noun
disembarkation.noun
disembarkment.noun
flop.adv
lamb.verb
boarding.noun
embarkation.noun
embarkment.noun
pup.verb
whelp.verb
pig.verb
escape.noun
flight.noun
secondhand.adv
calve.verb
have_young.verb
thirdhand.adv
carry.verb
gestate.verb
slip.noun
evasive_action.noun
maneuver.noun
manoeuvre.noun
more_and_more.adv
progressively.adv
dodge.noun
break.noun
gaolbreak.noun
jailbreak.noun
prison-breaking.noun
prisonbreak.noun
brood.verb
hatch.verb
incubate.verb
getaway.noun
lam.noun
exodus.noun
hegira.noun
hejira.noun
alter.verb
castrate.verb
neuter.verb
spay.verb
defeminise.verb
defeminize.verb
underground_railroad.noun
demasculinise.verb
demasculinize.verb
before.adv
close_call.noun
close_shave.noun
narrow_escape.noun
squeak.noun
squeaker.noun
caponise.verb
caponize.verb
after.adv
afterward.adv
afterwards.adv
later.adv
later_on.adv
subsequently.adv
cut.verb
geld.verb
despatch.noun
dispatch.noun
shipment.noun
vasectomise.verb
vasectomize.verb
reshipment.noun
abruptly.adv
dead.adv
short.adv
suddenly.adv
all_of_a_sudden.adv
of_a_sudden.adv
suddenly.adv
presto.adv
presto.adv
face-lift.verb
lift.verb
trephine.verb
co-ordinated.adj
coordinated.adj
insecticidally.adv
deft.adj
dextrous.adj
fulfilment.noun
self-fulfillment.noun
self-realisation.noun
self-realization.noun
light-fingered.adj
nimble-fingered.adj
consequently.adv
alternatively.adv
instead.adv
or_else.adv
track_record.noun
bull's_eye.noun
home_run.noun
mark.noun
meantime.adv
meanwhile.adv
get.verb
sustain.verb
last.adv
lastly.adv
course_credit.noun
nonaccomplishment.noun
nonachievement.noun
cry.verb
ahead.adv
before.adv
in_front.adv
failing.noun
flunk.noun
tear.verb
ahead.adv
beforehand.adv
in_advance.adv
forrader.adv
forwards.adv
onward.adv
ahead.adv
in_the_lead.adv
out_front.adv
loss.noun
perspire.verb
sudate.verb
sweat.verb
capitulation.noun
fall.noun
foiling.noun
frustration.noun
thwarting.noun
exudate.verb
exude.verb
ooze.verb
ooze_out.verb
transude.verb
backsliding.noun
lapse.noun
lapsing.noun
relapse.noun
relapsing.noun
reversion.noun
reverting.noun
along.adv
on.adv
aerophilic.adj
fume.verb
reek.verb
aerobiotic.adj
disappointment.noun
along.adv
along.adv
release.verb
secrete.verb
anticipatory_breach.noun
constructive_breach.noun
alike.adv
likewise.adv
aloud.adv
loud.adv
loudly.adv
cosmetic.adj
enhancive.adj
inaesthetic.adj
unaesthetic.adj
motivating.noun
motivation.noun
chloroform.verb
freeze.verb
bring_to.verb
conformably.adv
nothing.adv
attribute.noun
beam.verb
act.noun
break_up.verb
break.verb
possessive.adj
plundering.adj
grouping.noun
possession.noun
hereunder.adv
just.adv
just_now.adv
asap.adv
thing.noun
anon.adv
open.adj
movingly.adv
shave.verb
razor.verb
tonsure.verb
res_gestae.noun
interaction.noun
activist.adj
activistic.adj
interplay.noun
marcel.verb
proactive.adj
fetch.noun
lipstick.verb
ergo.adv
egression.noun
lose_weight.verb
slim_down.verb
bonnet.verb
also.adv
likewise.adv
jacket.verb
frock.verb
shirt.verb
habit.verb
vesture.verb
emergence.noun
scarf.verb
coat.verb
dandify.verb
breaking_away.noun
adherent.adj
pollenate.verb
gooey.adj
nick.verb
spat.verb
sailing.noun
twin.verb
right.adv
kitten.verb
crested.adj
exit.noun
farrow.verb
miscarry.verb
increasingly.adv
skedaddle.noun
castrate.verb
emasculate.verb
untufted.adj
cholinergic.adj
consummation.noun
inscriptively.adv
ennoblement.noun
twice.adv
largo.adv
failure.noun
safe.adj
considered.adj
aerobic.adj
breach_of_duty.noun
breach_of_promise.noun
leaning.noun
rack.verb
martyr.verb
about.adv
excruciate.verb
around.adv
round.adv
martyrise.verb
martyrize.verb
about.adv
around.adv
unaffected.adj
make.verb
make_water.verb
pass_water.verb
piddle.verb
piss.verb
puddle.verb
error.noun
misplay.noun
about.adv
smear.noun
stain.noun
about.adv
mix-up.noun
wet.verb
desperately.adv
egest.verb
eliminate.verb
excrete.verb
pass.verb
backfire.noun
boomerang.noun
about.adv
almost.adv
most.adv
near.adv
nearly.adv
nigh.adv
virtually.adv
well-nigh.adv
affected.adj
empty.verb
evacuate.verb
void.verb
agonistic.adj
strained.adj
truncation_error.noun
purge.verb
slip-up.noun
mainly.adv
ca-ca.verb
crap.verb
defecate.verb
shit.verb
stool.verb
take_a_crap.verb
take_a_shit.verb
back.adv
backward.adv
backwards.adv
rearwards.adv
bleed.verb
hemorrhage.verb
shed_blood.verb
unselfconscious.adj
unstilted.adj
back.adv
ahead.adv
forward.adv
aback.adv
backward.adv
backwards.adv
fatigue.verb
jade.verb
pall.verb
tire.verb
weary.verb
back_and_forth.adv
backward_and_forward.adv
to_and_fro.adv
faux_pas.noun
gaffe.noun
gaucherie.noun
slip.noun
solecism.noun
barf.verb
be_sick.verb
cast.verb
cat.verb
chuck.verb
disgorge.verb
honk.verb
puke.verb
purge.verb
regorge.verb
regurgitate.verb
retch.verb
sick.verb
spew.verb
spue.verb
throw_up.verb
upchuck.verb
vomit.verb
vomit_up.verb
repudiative.adj
spew.verb
spew_out.verb
catalytically.adv
waterborne.adj
obtainment.noun
obtention.noun
annexation.noun
gnash.verb
buyback.noun
redemption.noun
repurchase.noun
this_evening.adv
this_night.adv
tonight.adv
bond-trading_activity.noun
bond_trading.noun
short_sale.noun
above.adv
supra.adv
irrigate.verb
at_a_lower_place.adv
below.adv
beneath.adv
to_a_lower_place.adv
iodise.verb
iodize.verb
panicky.adj
terrified.adj
naked_option.noun
vet.verb
call_option.noun
put.noun
put_option.noun
administer.verb
dispense.verb
straddle.noun
buying.noun
purchasing.noun
curiously.adv
inquisitively.adv
interrogatively.adv
marketing.noun
aid.verb
catalog_buying.noun
yonder.adv
taking_over.noun
assumption.noun
laying_claim.noun
dizzily.adv
giddily.adv
light-headedly.adv
dorsoventrally.adv
hard-hitting.adj
double.adv
doubly.adv
twice.adv
hostile.adj
singly.adv
inheritance.noun
procural.noun
procurance.noun
procurement.noun
operate.verb
appropriation.noun
predatory.adj
rapacious.adj
raptorial.adj
ravening.adj
vulturine.adj
vulturous.adj
especially.adv
particularly.adv
peculiarly.adv
specially.adv
adoption.noun
borrowing.noun
naturalisation.noun
naturalization.noun
dose.verb
drug.verb
elsewhere.adv
pre-emption.noun
dope_up.verb
eschatologically.adv
soup.verb
by_experimentation.adv
experimentally.adv
o.d..verb
overdose.verb
anele.verb
anoint.verb
embrocate.verb
inunct.verb
oil.verb
apace.adv
chop-chop.adv
quickly.adv
rapidly.adv
speedily.adv
distraint.noun
distress.noun
salve.verb
fast.adv
phlebotomise.verb
phlebotomize.verb
feverish.adj
hectic.adj
impounding.noun
impoundment.noun
internment.noun
poundage.noun
inject.verb
fast.adv
faster.adv
quicker.adv
drug_bust.noun
drugs_bust.noun
fastest.adv
quickest.adv
moving_in.noun
occupancy.noun
immunise.verb
immunize.verb
preoccupancy.noun
preoccupation.noun
requisition.noun
sequestration.noun
cup.verb
transfuse.verb
flush.adv
grant.noun
subsidisation.noun
subsidization.noun
come_down.verb
eternally.adv
everlastingly.adv
evermore.adv
forever.adv
churning.adj
roiled.adj
roiling.adj
roily.adj
turbulent.adj
award.noun
awarding.noun
addiction.noun
capture.noun
gaining_control.noun
seizure.noun
taint.verb
apprehension.noun
arrest.noun
collar.noun
subjugation.noun
forever.adv
forever_and_a_day.adv
return.noun
receipt.noun
reception.noun
shock.verb
appointment.noun
air-to-ground.adj
air-to-surface.adj
rick.verb
sprain.verb
twist.verb
wrench.verb
wrick.verb
cripple.verb
lame.verb
hamstring.verb
hard.adv
auction.noun
auction_sale.noun
vendue.noun
momentarily.adv
momently.adv
conclusively.adv
once_and_for_all.adv
snap_back.verb
appropriable.adj
hypertrophy.verb
absolution.noun
remission.noun
remission_of_sin.noun
remittal.noun
feather.verb
fledge.verb
downstairs.adv
on_a_lower_floor.adv
acquire.verb
develop.verb
grow.verb
produce.verb
upstairs.adv
rebirth.noun
spiritual_rebirth.noun
against_the_wind.adv
into_the_wind.adv
upwind.adv
downwind.adv
windward.adv
vital.adj
propitiation.noun
leeward.adv
upwind.adv
spring.verb
sprout.verb
stock.verb
freeing.noun
liberation.noun
release.noun
stool.verb
tiller.verb
down.adv
ancylose.verb
ankylose.verb
up.adv
upward.adv
upwardly.adv
upwards.adv
salvage.noun
ancylose.verb
ankylose.verb
pupate.verb
get_up.verb
work_up.verb
fester.verb
maturate.verb
suppurate.verb
recapture.noun
retaking.noun
upriver.adv
upstream.adv
mature.verb
downriver.adv
downstream.adv
instrumentation.noun
gangrene.verb
mortify.verb
necrose.verb
sphacelate.verb
executed.adj
carrying_into_action.noun
carrying_out.noun
rejuvenate.verb
murdered.adj
linguistic_performance.noun
resuscitate.verb
slain.adj
mechanics.noun
mechanism.noun
raise.verb
resurrect.verb
upraise.verb
homeward.adv
homewards.adv
instead.adv
rather.adv
resurrect.verb
rise.verb
uprise.verb
curb_service.noun
in_so_far.adv
insofar.adv
so_far.adv
to_that_degree.adv
to_that_extent.adv
scab.verb
dramatic_performance.noun
to_a_greater_extent.adv
encore.noun
juggle.noun
juggling.noun
train.verb
one-night_stand.noun
out_of_play.adj
interpretation.noun
exercise.verb
work.verb
work_out.verb
early_on.adv
stretch_out.verb
spiccato_bowing.noun
break_wind.verb
fart.verb
piping.noun
right_smart.adv
way.adv
snivel.verb
ptyalise.verb
ptyalize.verb
spew.verb
spit.verb
spue.verb
mechanisation.noun
mechanization.noun
first_of_all.adv
foremost.adv
computerization.noun
cybernation.noun
second.adv
secondly.adv
motorisation.noun
motorization.noun
dribble.verb
drivel.verb
drool.verb
slabber.verb
slaver.verb
slobber.verb
third.adv
thirdly.adv
end-to-end.adv
throughout.adv
launch.noun
launching.noun
ab_initio.adv
initially.adv
left-handed.adj
launching.noun
rocket_firing.noun
rocket_launching.noun
at_first_blush.adv
polysemantic.adj
polysemous.adj
for_the_first_time.adv
blastoff.noun
shot.noun
blanch.verb
blench.verb
pale.verb
and_so_forth.adv
and_so_on.adv
etc..adv
etcetera.adv
forth.adv
drive.noun
driving_force.noun
onward.adv
bronze.verb
at_heart.adv
in_spite_of_appearance.adv
inside.adv
sun.verb
sunbathe.verb
at_large.adv
in_a_broad_way.adv
impetus.noun
impulse.noun
impulsion.noun
sunburn.verb
metastasise.verb
metastasize.verb
discharge.verb
eject.verb
exhaust.verb
expel.verb
release.verb
breathe.verb
emit.verb
pass_off.verb
cast.noun
hurl.noun
quick.adv
quickly.adv
ample.adj
at_best.adv
at_the_best.adv
antic.verb
clown.verb
clown_around.verb
flip.noun
toss.noun
at_the_worst.adv
at_worst.adv
full.adj
good.adj
delivery.noun
pitch.noun
full.adj
wide.adj
wide-cut.adj
ringer.noun
shy.noun
commonly.adv
normally.adv
ordinarily.adv
unremarkably.adv
pack_on.verb
outstandingly.adv
remarkably.adv
unco.adv
unusually.adv
measly.adj
miserable.adj
paltry.adj
late.adv
lately.adv
latterly.adv
of_late.adv
recently.adv
beanball.noun
beaner.noun
change-of-pace.noun
change-of-pace_ball.noun
change-up.noun
off-speed_pitch.noun
fracture.verb
constructive-metabolic.adj
energy-storing.adj
bender.noun
breaking_ball.noun
curve.noun
curve_ball.noun
girlishly.adv
bit_by_bit.adv
gradually.adv
step_by_step.adv
destructive-metabolic.adj
energy-releasing.adj
bullet.noun
fastball.noun
heater.noun
hummer.noun
anaclinal.adj
hereabout.adv
hereabouts.adv
knuckleball.noun
here.adv
hither.adv
at_that_place.adv
in_that_location.adv
there.adv
spitball.noun
spitter.noun
anadromous.adj
strike.noun
in_that_respect.adv
on_that_point.adv
there.adv
diadromous.adj
submarine_ball.noun
submarine_pitch.noun
catabatic.adj
katabatic.adj
scientifically.adv
anal.adj
anal_retentive.adj
analog.adj
analogue.adj
linear.adj
indoors.adv
dunk.noun
stuff_shot.noun
alfresco.adv
out_of_doors.adv
outdoors.adv
inside.adv
within.adv
finger-roll.noun
charity_shot.noun
charity_throw.noun
charity_toss.noun
foul_shot.noun
free_throw.noun
penalty_free_throw.noun
synthetic.adj
synthetical.adj
hook.noun
hook_shot.noun
jump_shot.noun
most.adv
to_the_highest_degree.adv
lay-up.noun
layup.noun
least.adv
pivot_shot.noun
least_of_all.adv
tip_in.noun
internationally.adv
pushing.noun
fresh.adv
freshly.adv
new.adv
newly.adv
synthetic.adj
synthetical.adj
click.noun
mouse_click.noun
afresh.adv
anew.adv
pressing.noun
pressure.noun
unfailingly.adv
mechanically.adv
bundling.noun
automatically.adv
mechanically.adv
caramelise.verb
caramelize.verb
pull.noun
infuriated.adj
maddened.adj
caramelise.verb
caramelize.verb
centrally.adv
drag.noun
peripherally.adv
draw.noun
haul.noun
haulage.noun
hot_under_the_collar.adj
tow.noun
draught.noun
drawing.noun
politically.adv
deracination.noun
excision.noun
pluck.noun
humify.verb
verbalise.verb
verbalize.verb
heave.noun
raise.noun
fictionalise.verb
fictionalize.verb
novelise.verb
novelize.verb
ejection.noun
expulsion.noun
forcing_out.noun
projection.noun
in_concert.adv
together.adv
deaden.verb
collectively.adv
conjointly.adv
jointly.adv
together_with.adv
opalise.verb
opalize.verb
outrageously.adv
belching.noun
burp.noun
eructation.noun
belching.noun
blinking.noun
wink.noun
remain.verb
rest.verb
stay.verb
keep_out.verb
expectoration.noun
disgorgement.noun
emesis.noun
puking.noun
regurgitation.noun
vomit.noun
vomiting.noun
in_one_case.adv
once.adv
one_time.adv
at_one_time.adv
erstwhile.adv
rumination.noun
haematemesis.noun
hematemesis.noun
as_far_as_possible.adv
as_much_as_possible.adv
differentiate.verb
specialise.verb
specialize.verb
speciate.verb
on_the_coattails.adv
one_one's_coattails.adv
jump.noun
jumping.noun
but_then.adv
on_the_other_hand.adv
then_again.adv
on_one_hand.adv
on_the_one_hand.adv
at_the_same_time.adv
simultaneously.adv
bounce.noun
bound.noun
leap.noun
leaping.noun
saltation.noun
spring.noun
get.verb
inanimate.adj
hurdle.noun
nameless.adj
unidentified.adj
unknown.adj
unnamed.adj
get.verb
have.verb
let.verb
inconsistently.adv
snap.noun
experience.verb
have.verb
so.adv
thus.adv
thusly.adv
binomial.adj
binominal.adj
alternate.verb
transmittal.noun
spell.verb
alternate.verb
astronomically.adv
forwarding.noun
alternate.verb
flip-flop.verb
interchange.verb
switch.verb
tack.verb
photoelectrically.adv
antecedent.adj
counterchange.verb
interchange.verb
transpose.verb
photometrically.adv
anterior.adj
mailing.noun
posting.noun
rolling.noun
wheeling.noun
shooting.noun
shot.noun
accompanying.adj
attendant.adj
concomitant.adj
consequent.adj
ensuant.adj
incidental.adj
resultant.adj
sequent.adj
suburbanise.verb
suburbanize.verb
digitally.adv
discharge.noun
firing.noun
firing_off.noun
later.adj
posterior.adj
ulterior.adj
gunfire.noun
gunshot.noun
genetically.adv
enfilade.noun
enfilade_fire.noun
avianise.verb
avianize.verb
aquatic.adj
optimise.verb
optimize.verb
skeet.noun
skeet_shooting.noun
trapshooting.noun
semiaquatic.adj
subaquatic.adj
irrevocably.adv
gunplay.noun
subaquatic.adj
subaqueous.adj
underwater.adj
physical_contact.noun
nominally.adv
onshore.adj
roll.verb
rub.noun
wipe.noun
overland.adj
hit.noun
hitting.noun
striking.noun
overturn.verb
revolutionise.verb
revolutionize.verb
grow.verb
turn.verb
alter.verb
prefatorial.adj
prefatory.adj
preparative.adj
preparatory.adj
propaedeutic.adj
technically.adv
previous.adj
base_on_balls.noun
pass.noun
walk.noun
ensuing.adj
following.adj
fair_ball.noun
therapeutically.adv
following.adj
next.adj
foul_ball.noun
snick.noun
fly.noun
non-verbally.adv
nonverbally.adv
prehensile.adj
ground_ball.noun
groundball.noun
grounder.noun
hopper.noun
chop.noun
postprandial.adj
force.noun
force-out.noun
force_out.noun
force_play.noun
prewar.adj
relativistically.adv
postwar.adj
a.m..adj
postmeridian.adj
fielder's_choice.noun
p.m..adj
post_meridiem.adj
lingually.adv
linguistically.adv
sacrifice.noun
base_hit.noun
safety.noun
fiscally.adv
in_fiscal_matters.adv
line_drive.noun
back.adj
hind.adj
hinder.adj
line-drive_single.noun
line_single.noun
line-drive_double.noun
line_double.noun
retral.adj
line-drive_triple.noun
line_triple.noun
personally.adv
home_run.noun
solo_blast.noun
solo_homer.noun
two-baser.noun
belt.noun
knock.noun
rap.noun
whack.noun
whang.noun
smack.noun
knockdown.noun
approachable.adj
kayo.noun
knockout.noun
ko.noun
spank.noun
lash.noun
whip.noun
whiplash.noun
biff.noun
lick.noun
poke.noun
slug.noun
alkalinise.verb
alkalinize.verb
mythicise.verb
mythicize.verb
mythologise.verb
mythologize.verb
allegorise.verb
allegorize.verb
dig.noun
jab.noun
locally.adv
topically.adv
proper.adj
right.adj
counter.noun
counterpunch.noun
parry.noun
hook.noun
bring.verb
interracially.adv
jab.noun
roundhouse.noun
rubberise.verb
rubberize.verb
boot.noun
kick.noun
kicking.noun
citrate.verb
cod.adj
collect.adj
collectable.adj
collectible.adj
payable.adj
punt.noun
materially.adv
operatively.adv
place-kicking.noun
place_kick.noun
out-of-pocket.adj
repayable.adj
respectively.adv
severally.adv
repercuss.verb
likewise.adv
similarly.adv
kiss.noun
buss.noun
kiss.noun
osculation.noun
bacterise.verb
bacterize.verb
in_the_first_place.adv
primarily.adv
reverse.verb
belike.adv
in_all_probability.adv
likely.adv
probably.adv
bannerlike.adv
catch.noun
ashore.adv
commutate.verb
fair_catch.noun
inappropriately.adv
unsuitably.adv
peristylar.adj
pseudoperipteral.adj
change_integrity.verb
thousand-fold.adv
interlocking.noun
mesh.noun
handling.noun
manipulation.noun
